gap_id,timestamp_before,timestamp_after,duration_minutes,estimated_missing_m15_timestamps,is_grid_aligned_interval,crosses_utc_date,weekday_before,weekday_after,preliminary_category,classification_reason
412,2017-09-08T20:45:00Z,2017-09-10T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
413,2017-09-15T20:45:00Z,2017-09-17T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
414,2017-09-22T20:45:00Z,2017-09-24T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
415,2017-09-29T20:45:00Z,2017-10-01T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
416,2017-10-06T20:45:00Z,2017-10-08T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
417,2017-10-13T20:45:00Z,2017-10-15T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
418,2017-10-20T20:45:00Z,2017-10-22T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
419,2017-10-27T20:45:00Z,2017-10-29T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
420,2017-11-03T20:45:00Z,2017-11-05T22:00:00Z,2955.0,196,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
421,2017-11-10T21:45:00Z,2017-11-12T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
422,2017-11-17T21:45:00Z,2017-11-19T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
423,2017-11-24T21:45:00Z,2017-11-26T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
424,2017-12-01T21:45:00Z,2017-12-03T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
425,2017-12-08T21:45:00Z,2017-12-10T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
426,2017-12-15T21:45:00Z,2017-12-17T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
427,2017-12-22T21:45:00Z,2017-12-25T22:00:00Z,4335.0,288,True,True,Friday,Monday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
428,2017-12-29T21:45:00Z,2018-01-01T22:00:00Z,4335.0,288,True,True,Friday,Monday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
429,2018-01-05T21:45:00Z,2018-01-07T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
430,2018-01-12T21:45:00Z,2018-01-14T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
431,2018-01-19T21:45:00Z,2018-01-21T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
432,2018-01-26T21:45:00Z,2018-01-28T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
433,2018-02-02T21:45:00Z,2018-02-04T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
434,2018-02-09T21:45:00Z,2018-02-11T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
435,2018-02-16T21:45:00Z,2018-02-18T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
436,2018-02-23T21:45:00Z,2018-02-25T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
437,2018-03-02T21:45:00Z,2018-03-04T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
438,2018-03-09T21:45:00Z,2018-03-11T21:00:00Z,2835.0,188,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
439,2018-03-16T20:45:00Z,2018-03-18T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
440,2018-03-23T20:45:00Z,2018-03-25T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
441,2018-03-30T20:45:00Z,2018-04-01T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
442,2018-04-06T20:45:00Z,2018-04-08T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
443,2018-04-13T20:45:00Z,2018-04-15T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
444,2018-04-20T20:45:00Z,2018-04-22T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
445,2018-04-27T20:45:00Z,2018-04-29T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
446,2018-05-04T20:45:00Z,2018-05-06T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
447,2018-05-11T20:45:00Z,2018-05-13T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
448,2018-05-18T20:45:00Z,2018-05-20T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
449,2018-05-25T20:45:00Z,2018-05-27T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
450,2018-06-01T20:45:00Z,2018-06-03T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
451,2018-06-08T20:45:00Z,2018-06-10T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
452,2018-06-15T20:45:00Z,2018-06-17T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
453,2018-06-22T20:45:00Z,2018-06-24T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
454,2018-06-29T20:45:00Z,2018-07-01T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
455,2018-07-06T20:45:00Z,2018-07-08T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
456,2018-07-13T20:45:00Z,2018-07-15T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
457,2018-07-20T20:45:00Z,2018-07-22T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
458,2018-07-27T20:45:00Z,2018-07-29T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
459,2018-08-03T20:45:00Z,2018-08-05T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
460,2018-08-10T20:45:00Z,2018-08-12T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
461,2018-08-17T20:45:00Z,2018-08-19T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
462,2018-08-24T20:45:00Z,2018-08-26T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
463,2018-08-31T20:45:00Z,2018-09-02T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
464,2018-09-07T20:45:00Z,2018-09-09T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
465,2018-09-14T20:45:00Z,2018-09-16T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
466,2018-09-21T20:45:00Z,2018-09-23T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
467,2018-09-28T20:45:00Z,2018-09-30T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
468,2018-10-05T20:45:00Z,2018-10-07T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
469,2018-10-12T20:45:00Z,2018-10-14T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
470,2018-10-19T20:45:00Z,2018-10-21T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
471,2018-10-26T20:45:00Z,2018-10-28T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
472,2018-11-02T20:45:00Z,2018-11-04T22:00:00Z,2955.0,196,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
473,2018-11-09T21:45:00Z,2018-11-11T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
474,2018-11-16T21:45:00Z,2018-11-18T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
475,2018-11-23T21:45:00Z,2018-11-25T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
476,2018-11-30T21:45:00Z,2018-12-02T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
477,2018-12-07T21:45:00Z,2018-12-09T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
478,2018-12-14T21:45:00Z,2018-12-16T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
479,2018-12-21T21:45:00Z,2018-12-23T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
480,2018-12-25T07:45:00Z,2018-12-25T22:00:00Z,855.0,56,True,False,Tuesday,Tuesday,long_nonweekly_gap,duration >= 720 configured minutes outside the weekly rule; interval is within one UTC date; cause unresolved
481,2018-12-28T21:45:00Z,2018-12-30T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
482,2018-12-31T21:45:00Z,2019-01-01T22:00:00Z,1455.0,96,True,True,Monday,Tuesday,long_nonweekly_gap,duration >= 720 configured minutes outside the weekly rule; interval crosses a UTC date; cause unresolved
483,2019-01-04T21:45:00Z,2019-01-06T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
484,2019-01-11T21:45:00Z,2019-01-13T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
485,2019-01-18T21:45:00Z,2019-01-20T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
486,2019-01-25T21:45:00Z,2019-01-27T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
487,2019-02-01T21:45:00Z,2019-02-03T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
488,2019-02-08T21:45:00Z,2019-02-10T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
489,2019-02-15T21:45:00Z,2019-02-17T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
490,2019-02-22T21:45:00Z,2019-02-24T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
491,2019-03-01T21:45:00Z,2019-03-03T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
492,2019-03-08T21:45:00Z,2019-03-10T20:00:00Z,2775.0,184,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
493,2019-03-15T19:45:00Z,2019-03-17T20:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
494,2019-03-22T19:45:00Z,2019-03-24T20:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
495,2019-03-29T19:45:00Z,2019-03-31T21:00:00Z,2955.0,196,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
496,2019-03-31T22:45:00Z,2019-04-01T00:00:00Z,75.0,4,True,True,Sunday,Monday,unclassified,interval does not satisfy the configured descriptive category rules
497,2019-04-05T20:45:00Z,2019-04-07T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
498,2019-04-12T20:45:00Z,2019-04-14T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
499,2019-04-19T20:45:00Z,2019-04-21T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
500,2019-04-26T20:45:00Z,2019-04-28T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
501,2019-05-03T20:45:00Z,2019-05-05T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
502,2019-05-10T20:45:00Z,2019-05-12T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
503,2019-05-17T20:45:00Z,2019-05-19T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
504,2019-05-24T20:45:00Z,2019-05-27T03:00:00Z,3255.0,216,True,True,Friday,Monday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
505,2019-05-27T03:45:00Z,2019-05-27T10:00:00Z,375.0,24,True,False,Monday,Monday,non_weekend_intraday,both endpoints are Monday-Friday; duration is below the configured large-gap threshold; interval is within one UTC date
506,2019-05-31T20:45:00Z,2019-06-02T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
507,2019-06-07T20:45:00Z,2019-06-09T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
508,2019-06-14T20:45:00Z,2019-06-16T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
509,2019-06-21T20:45:00Z,2019-06-23T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
510,2019-06-28T20:45:00Z,2019-06-30T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
511,2019-07-05T20:45:00Z,2019-07-07T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
512,2019-07-12T20:45:00Z,2019-07-14T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
513,2019-07-19T20:45:00Z,2019-07-21T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
514,2019-07-26T20:45:00Z,2019-07-28T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
515,2019-08-02T20:45:00Z,2019-08-04T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
516,2019-08-09T20:45:00Z,2019-08-11T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
517,2019-08-16T20:45:00Z,2019-08-18T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
518,2019-08-23T20:45:00Z,2019-08-25T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
519,2019-08-30T20:45:00Z,2019-09-01T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
520,2019-09-06T20:45:00Z,2019-09-08T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
521,2019-09-13T20:45:00Z,2019-09-15T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
522,2019-09-20T20:45:00Z,2019-09-22T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
523,2019-09-27T20:45:00Z,2019-09-29T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
524,2019-10-04T20:45:00Z,2019-10-06T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
525,2019-10-11T20:45:00Z,2019-10-13T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
526,2019-10-18T20:45:00Z,2019-10-20T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
527,2019-10-25T20:45:00Z,2019-10-27T20:00:00Z,2835.0,188,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
528,2019-11-01T19:45:00Z,2019-11-03T22:00:00Z,3015.0,200,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
529,2019-11-08T21:45:00Z,2019-11-10T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
530,2019-11-15T21:45:00Z,2019-11-17T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
531,2019-11-22T21:45:00Z,2019-11-24T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
532,2019-11-29T21:45:00Z,2019-12-01T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
533,2019-12-06T21:45:00Z,2019-12-08T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
534,2019-12-13T21:45:00Z,2019-12-15T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
535,2019-12-20T21:45:00Z,2019-12-22T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
536,2019-12-24T21:45:00Z,2019-12-24T22:45:00Z,60.0,3,True,False,Tuesday,Tuesday,non_weekend_intraday,both endpoints are Monday-Friday; duration is below the configured large-gap threshold; interval is within one UTC date
537,2019-12-25T07:45:00Z,2019-12-25T22:00:00Z,855.0,56,True,False,Wednesday,Wednesday,long_nonweekly_gap,duration >= 720 configured minutes outside the weekly rule; interval is within one UTC date; cause unresolved
538,2019-12-27T21:45:00Z,2019-12-29T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
539,2019-12-31T21:45:00Z,2020-01-01T22:00:00Z,1455.0,96,True,True,Tuesday,Wednesday,long_nonweekly_gap,duration >= 720 configured minutes outside the weekly rule; interval crosses a UTC date; cause unresolved
540,2020-01-03T21:45:00Z,2020-01-05T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
541,2020-01-10T21:45:00Z,2020-01-12T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
542,2020-01-17T21:45:00Z,2020-01-19T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
543,2020-01-24T21:45:00Z,2020-01-26T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
544,2020-01-31T21:45:00Z,2020-02-02T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
545,2020-02-07T21:45:00Z,2020-02-09T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
546,2020-02-14T21:45:00Z,2020-02-16T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
547,2020-02-21T21:45:00Z,2020-02-23T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
548,2020-02-28T21:45:00Z,2020-03-01T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
549,2020-03-06T21:45:00Z,2020-03-08T20:00:00Z,2775.0,184,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
550,2020-03-13T19:45:00Z,2020-03-15T20:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
551,2020-03-20T19:45:00Z,2020-03-22T20:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
552,2020-03-27T19:45:00Z,2020-03-29T21:00:00Z,2955.0,196,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
553,2020-03-29T22:45:00Z,2020-03-30T00:00:00Z,75.0,4,True,True,Sunday,Monday,unclassified,interval does not satisfy the configured descriptive category rules
554,2020-04-03T20:45:00Z,2020-04-05T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
555,2020-04-10T20:45:00Z,2020-04-12T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
