gap_id,timestamp_before,timestamp_after,duration_minutes,estimated_missing_m15_timestamps,is_grid_aligned_interval,crosses_utc_date,weekday_before,weekday_after,preliminary_category,classification_reason
1,2010-01-08T22:00:00Z,2010-01-10T22:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
2,2010-01-15T21:45:00Z,2010-01-17T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
3,2010-01-22T21:45:00Z,2010-01-24T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
4,2010-01-29T21:45:00Z,2010-01-31T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
5,2010-02-05T21:45:00Z,2010-02-07T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
6,2010-02-12T21:45:00Z,2010-02-14T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
7,2010-02-19T22:00:00Z,2010-02-21T22:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
8,2010-02-26T22:00:00Z,2010-02-28T22:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
9,2010-03-05T21:45:00Z,2010-03-07T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
10,2010-03-12T21:45:00Z,2010-03-14T21:00:00Z,2835.0,188,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
11,2010-03-19T20:45:00Z,2010-03-21T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
12,2010-03-26T20:45:00Z,2010-03-28T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
13,2010-04-02T20:00:00Z,2010-04-02T20:30:00Z,30.0,1,True,False,Friday,Friday,non_weekend_intraday,both endpoints are Monday-Friday; duration is below the configured large-gap threshold; interval is within one UTC date
14,2010-04-02T20:45:00Z,2010-04-04T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
15,2010-04-09T20:45:00Z,2010-04-11T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
16,2010-04-16T20:45:00Z,2010-04-18T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
17,2010-04-23T21:00:00Z,2010-04-25T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
18,2010-04-30T20:45:00Z,2010-05-02T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
19,2010-05-07T21:00:00Z,2010-05-09T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
20,2010-05-14T21:00:00Z,2010-05-16T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
21,2010-05-21T21:00:00Z,2010-05-23T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
22,2010-05-28T20:45:00Z,2010-05-30T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
23,2010-06-04T20:45:00Z,2010-06-06T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
24,2010-06-11T20:45:00Z,2010-06-13T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
25,2010-06-18T21:00:00Z,2010-06-20T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
26,2010-06-25T20:45:00Z,2010-06-27T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
27,2010-07-02T20:45:00Z,2010-07-04T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
28,2010-07-09T20:45:00Z,2010-07-11T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
29,2010-07-16T20:45:00Z,2010-07-18T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
30,2010-07-23T20:45:00Z,2010-07-25T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
31,2010-07-30T20:45:00Z,2010-08-01T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
32,2010-08-06T20:45:00Z,2010-08-08T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
33,2010-08-13T20:45:00Z,2010-08-15T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
34,2010-08-20T21:00:00Z,2010-08-22T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
35,2010-08-27T20:45:00Z,2010-08-29T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
36,2010-09-03T20:45:00Z,2010-09-05T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
37,2010-09-10T21:00:00Z,2010-09-12T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
38,2010-09-17T20:45:00Z,2010-09-19T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
39,2010-09-24T20:45:00Z,2010-09-26T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
40,2010-10-01T21:00:00Z,2010-10-03T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
41,2010-10-08T20:45:00Z,2010-10-10T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
42,2010-10-15T20:45:00Z,2010-10-17T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
43,2010-10-22T20:45:00Z,2010-10-24T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
44,2010-10-29T20:45:00Z,2010-10-31T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
45,2010-11-05T20:45:00Z,2010-11-07T22:00:00Z,2955.0,196,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
46,2010-11-12T21:45:00Z,2010-11-14T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
47,2010-11-19T21:45:00Z,2010-11-21T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
48,2010-11-26T21:45:00Z,2010-11-28T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
49,2010-12-03T21:45:00Z,2010-12-05T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
50,2010-12-10T21:45:00Z,2010-12-12T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
51,2010-12-17T21:45:00Z,2010-12-19T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
52,2010-12-24T20:00:00Z,2010-12-26T22:00:00Z,3000.0,199,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
53,2010-12-31T19:45:00Z,2011-01-02T22:00:00Z,3015.0,200,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
54,2011-01-07T21:45:00Z,2011-01-09T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
55,2011-01-14T21:45:00Z,2011-01-16T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
56,2011-01-21T21:45:00Z,2011-01-23T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
57,2011-01-28T21:45:00Z,2011-01-30T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
58,2011-02-04T21:45:00Z,2011-02-06T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
59,2011-02-11T21:45:00Z,2011-02-13T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
60,2011-02-18T21:45:00Z,2011-02-20T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
61,2011-02-25T21:45:00Z,2011-02-27T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
62,2011-03-04T21:45:00Z,2011-03-06T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
63,2011-03-11T21:45:00Z,2011-03-13T21:00:00Z,2835.0,188,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
64,2011-03-18T20:45:00Z,2011-03-20T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
65,2011-03-25T20:45:00Z,2011-03-27T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
66,2011-04-01T21:00:00Z,2011-04-03T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
67,2011-04-08T21:00:00Z,2011-04-10T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
68,2011-04-15T20:45:00Z,2011-04-17T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
69,2011-04-22T20:45:00Z,2011-04-24T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
70,2011-04-29T20:45:00Z,2011-05-01T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
71,2011-05-06T20:45:00Z,2011-05-08T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
72,2011-05-13T20:45:00Z,2011-05-15T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
73,2011-05-20T20:45:00Z,2011-05-22T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
74,2011-05-27T20:45:00Z,2011-05-29T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
75,2011-06-03T20:45:00Z,2011-06-05T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
76,2011-06-10T20:45:00Z,2011-06-12T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
77,2011-06-17T20:45:00Z,2011-06-19T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
78,2011-06-24T20:45:00Z,2011-06-26T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
79,2011-07-01T20:45:00Z,2011-07-03T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
80,2011-07-08T20:45:00Z,2011-07-10T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
81,2011-07-15T20:45:00Z,2011-07-17T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
82,2011-07-22T21:00:00Z,2011-07-24T21:00:00Z,2880.0,191,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
83,2011-07-29T20:45:00Z,2011-07-31T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
84,2011-08-05T20:45:00Z,2011-08-07T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
85,2011-08-12T20:45:00Z,2011-08-14T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
86,2011-08-19T20:45:00Z,2011-08-21T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
87,2011-08-26T20:45:00Z,2011-08-28T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
88,2011-09-02T20:45:00Z,2011-09-04T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
89,2011-09-09T20:45:00Z,2011-09-11T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
90,2011-09-16T20:45:00Z,2011-09-18T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
91,2011-09-23T20:45:00Z,2011-09-25T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
92,2011-09-30T20:45:00Z,2011-10-02T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
93,2011-10-07T20:45:00Z,2011-10-09T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
94,2011-10-14T20:45:00Z,2011-10-16T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
95,2011-10-21T20:45:00Z,2011-10-23T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
96,2011-10-28T20:45:00Z,2011-10-30T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
97,2011-11-04T21:00:00Z,2011-11-06T22:00:00Z,2940.0,195,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
98,2011-11-11T21:45:00Z,2011-11-13T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
99,2011-11-18T21:45:00Z,2011-11-20T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
100,2011-11-25T21:45:00Z,2011-11-27T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
101,2011-12-02T21:45:00Z,2011-12-04T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
102,2011-12-09T21:45:00Z,2011-12-11T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
103,2011-12-16T21:45:00Z,2011-12-18T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
104,2011-12-23T21:45:00Z,2011-12-26T07:00:00Z,3435.0,228,True,True,Friday,Monday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
105,2011-12-30T21:45:00Z,2012-01-02T07:00:00Z,3435.0,228,True,True,Friday,Monday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
106,2012-01-06T21:45:00Z,2012-01-08T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
107,2012-01-13T21:45:00Z,2012-01-15T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
108,2012-01-20T21:45:00Z,2012-01-22T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
109,2012-01-27T21:45:00Z,2012-01-29T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
110,2012-02-03T21:45:00Z,2012-02-05T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
111,2012-02-10T21:45:00Z,2012-02-12T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
112,2012-02-17T21:45:00Z,2012-02-19T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
113,2012-02-24T21:45:00Z,2012-02-26T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
114,2012-03-02T21:45:00Z,2012-03-04T22:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
115,2012-03-09T21:45:00Z,2012-03-11T21:00:00Z,2835.0,188,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
116,2012-03-16T20:45:00Z,2012-03-18T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
117,2012-03-23T20:45:00Z,2012-03-25T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
118,2012-03-30T20:45:00Z,2012-04-01T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
119,2012-04-06T20:45:00Z,2012-04-08T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
120,2012-04-13T20:45:00Z,2012-04-15T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
121,2012-04-20T20:45:00Z,2012-04-22T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
122,2012-04-27T20:45:00Z,2012-04-29T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
123,2012-05-04T20:45:00Z,2012-05-06T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
124,2012-05-11T20:45:00Z,2012-05-13T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
125,2012-05-18T20:45:00Z,2012-05-20T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
126,2012-05-25T20:45:00Z,2012-05-27T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
127,2012-06-01T20:45:00Z,2012-06-03T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
128,2012-06-08T20:45:00Z,2012-06-10T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
129,2012-06-15T20:45:00Z,2012-06-17T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
130,2012-06-22T20:45:00Z,2012-06-24T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
131,2012-06-29T20:45:00Z,2012-07-01T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
132,2012-07-06T20:45:00Z,2012-07-08T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
133,2012-07-13T20:45:00Z,2012-07-15T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
134,2012-07-20T20:45:00Z,2012-07-22T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
135,2012-07-27T20:45:00Z,2012-07-29T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
136,2012-08-03T20:45:00Z,2012-08-05T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
137,2012-08-10T20:45:00Z,2012-08-12T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
138,2012-08-17T20:45:00Z,2012-08-19T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
139,2012-08-24T20:45:00Z,2012-08-26T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
140,2012-08-31T20:45:00Z,2012-09-02T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
141,2012-09-07T20:45:00Z,2012-09-09T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
142,2012-09-14T20:45:00Z,2012-09-16T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
143,2012-09-21T20:45:00Z,2012-09-23T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
144,2012-09-28T20:45:00Z,2012-09-30T21:00:00Z,2895.0,192,True,True,Friday,Sunday,likely_weekly_closure,duration >= 1440 configured minutes; Friday/Saturday before and Sunday/Monday after
